candidate_key,candidate,state,office,status,current_active,proposed_active,reason
Minnesota|Governor|Kendall Qualls,Kendall Qualls,Minnesota,Governor,Primary Candidate,,In,status indicates candidate is still active/in the field
Minnesota|Governor|Lisa Demuth,Lisa Demuth,Minnesota,Governor,Primary Candidate,,In,status indicates candidate is still active/in the field
Minnesota|Senate|Angie Craig,Angie Craig,Minnesota,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
Minnesota|Senate|David Hann,David Hann,Minnesota,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
Minnesota|Senate|Peggy Flanagan,Peggy Flanagan,Minnesota,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
Minnesota|Senate|Royce White,Royce White,Minnesota,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|Senate|Chris Pappas,Chris Pappas,New Hampshire,Senate,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
New Hampshire|Senate|John Sununu,John Sununu,New Hampshire,Senate,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
New Hampshire|Senate|Karishma Manzur,Karishma Manzur,New Hampshire,Senate,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|Senate|Scott Brown,Scott Brown,New Hampshire,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Mexico|Senate|Ben Ray Lujan,Ben Ray Lujan,New Mexico,Senate,Incumbent,,In,status indicates candidate is still active/in the field
New Mexico|Senate|Benjamin Luna,Benjamin Luna,New Mexico,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
New York|Governor|Bruce Blakeman,Bruce Blakeman,New York,Governor,Primary Candidate,,In,status indicates candidate is still active/in the field
New York|Governor|Kathy Hochul,Kathy Hochul,New York,Governor,Incumbent,,In,status indicates candidate is still active/in the field
North Carolina|Senate|Michael Whatley,Michael Whatley,North Carolina,Senate,GOP Nominee (former RNC Chair),,In,status indicates candidate is still active/in the field
North Carolina|Senate|Roy Cooper,Roy Cooper,North Carolina,Senate,Dem Nominee (former Governor),,In,status indicates candidate is still active/in the field
Ohio|Governor|Amy Acton,Amy Acton,Ohio,Governor,Nominee,,In,status indicates candidate is still active/in the field
Ohio|Governor|Vivek Ramaswamy,Vivek Ramaswamy,Ohio,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Oregon|Senate|Jeff Merkley,Jeff Merkley,Oregon,Senate,Incumbent,,In,status indicates candidate is still active/in the field
Oregon|Senate|Russell McAlmond,Russell McAlmond,Oregon,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Senate|Timothy Skelton,Timothy Skelton,Oregon,Senate,Primary Candidate,,In,status indicates candidate is still active/in the field
Pennsylvania|Governor|Josh Shapiro,Josh Shapiro,Pennsylvania,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Pennsylvania|Governor|Stacy Garrity,Stacy Garrity,Pennsylvania,Governor,Nominee,,In,status indicates candidate is still active/in the field
Texas|Governor|Gina Hinojosa,Gina Hinojosa,Texas,Governor,Nominee,,In,status indicates candidate is still active/in the field
Texas|Governor|Greg Abbott,Greg Abbott,Texas,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Texas|Senate|James Talarico,James Talarico,Texas,Senate,Nominee,,In,status indicates candidate is still active/in the field
Texas|Senate|John Cornyn,John Cornyn,Texas,Senate,GOP Runoff (vs. Paxton),,In,status indicates candidate is still active/in the field
Texas|Senate|Ken Paxton,Ken Paxton,Texas,Senate,GOP Runoff (vs. Cornyn),,In,status indicates candidate is still active/in the field
Virginia|Senate|Jason Reynolds,Jason Reynolds,Virginia,Senate,Dem Primary Challenger,,In,status indicates candidate is still active/in the field
Virginia|Senate|Kim Farington,Kim Farington,Virginia,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|Senate|Mark Warner,Mark Warner,Virginia,Senate,Incumbent,,In,status indicates candidate is still active/in the field
Wisconsin|Governor|Mandela Barnes,Mandela Barnes,Wisconsin,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|Governor|Sara Rodriguez,Sara Rodriguez,Wisconsin,Governor,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
Wisconsin|Governor|Tom Tiffany,Tom Tiffany,Wisconsin,Governor,GOP Nominee (Trump-endorsed),,In,status indicates candidate is still active/in the field
Colorado|Governor|Michael Bennet,Michael Bennet,Colorado,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Phil Weiser,Phil Weiser,Colorado,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Barbara Kirkmeyer,Barbara Kirkmeyer,Colorado,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Jason Clark,Jason Clark,Colorado,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Jason Mikesell,Jason Mikesell,Colorado,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Joe Oltmann,Joe Oltmann,Colorado,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Scott Bottoms,Scott Bottoms,Colorado,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Victor Marx,Victor Marx,Colorado,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|Governor|Greg Lopez,Greg Lopez,Colorado,Governor,Candidate,,In,status indicates candidate is still active/in the field
Nevada|Governor|Aaron Ford,Aaron Ford,Nevada,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|Governor|Alexis Hill,Alexis Hill,Nevada,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|Governor|Irina Hansen,Irina Hansen,Nevada,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|Governor|Joe Lombardo,Joe Lombardo,Nevada,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Nevada|Governor|Jose Zelaya,Jose Zelaya,Nevada,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|Governor|Matthew Winterhawk,Matthew Winterhawk,Nevada,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Connecticut|Governor|Ned Lamont,Ned Lamont,Connecticut,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Iowa|Senate|Ashley Hinson,Ashley Hinson,Iowa,Senate,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Iowa|Senate|Jim Carlin,Jim Carlin,Iowa,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Senate|Joshua Smith,Joshua Smith,Iowa,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Senate|John Berman,John Berman,Iowa,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Senate|Zach Wahls,Zach Wahls,Iowa,Senate,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
Iowa|Senate|Josh Turek,Josh Turek,Iowa,Senate,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Senate|Chris Henry,Chris Henry,Iowa,Senate,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Senate|Bob Krause,Bob Krause,Iowa,Senate,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Illinois|Governor|JB Pritzker,JB Pritzker,Illinois,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Illinois|Governor|Darren Bailey,Darren Bailey,Illinois,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Illinois|Governor|Ted Dabrowski,Ted Dabrowski,Illinois,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Illinois|Governor|Rick Heidner,Rick Heidner,Illinois,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Illinois|Governor|James Mendrick,James Mendrick,Illinois,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Tina Kotek,Tina Kotek,Oregon,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Oregon|Governor|Forest Alexander,Forest Alexander,Oregon,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|James Atkinson,James Atkinson,Oregon,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Brittany Jones,Brittany Jones,Oregon,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Tristan Sheppard,Tristan Sheppard,Oregon,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Christine Drazan,Christine Drazan,Oregon,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Oregon|Governor|Chris Dudley,Chris Dudley,Oregon,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Danielle Bethell,Danielle Bethell,Oregon,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Ed Diehl,Ed Diehl,Oregon,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|David Medina,David Medina,Oregon,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Hope Dalrymple,Hope Dalrymple,Oregon,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|Governor|Kyle Duyck,Kyle Duyck,Oregon,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Connecticut|Governor|Joshua Elliott,Joshua Elliott,Connecticut,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Connecticut|Governor|Ryan Fazio,Ryan Fazio,Connecticut,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Connecticut|Governor|Erin Stewart,Erin Stewart,Connecticut,Governor,GOP Primary Co-Frontrunner,,In,status indicates candidate is still active/in the field
Connecticut|Governor|Betsy McCaughey,Betsy McCaughey,Connecticut,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Connecticut|Governor|Timothy Wilcox,Timothy Wilcox,Connecticut,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|Governor|Kelly Ayotte,Kelly Ayotte,New Hampshire,Governor,Incumbent,,In,status indicates candidate is still active/in the field
New Hampshire|Governor|Cinde Warmington,Cinde Warmington,New Hampshire,Governor,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
New Hampshire|Governor|Jonathan Kiper,Jonathan Kiper,New Hampshire,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|Governor|Tom Sherman,Tom Sherman,New Hampshire,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|Governor|Deaglan McEachern,Deaglan McEachern,New Hampshire,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|Governor|Donovan Fenton,Donovan Fenton,New Hampshire,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Kansas|Governor|Jeff Colyer,Jeff Colyer,Kansas,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Kansas|Governor|Ty Masterson,Ty Masterson,Kansas,Governor,GOP Primary Co-Frontrunner,,In,status indicates candidate is still active/in the field
Kansas|Governor|Scott Schwab,Scott Schwab,Kansas,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Kansas|Governor|Vicki Schmidt,Vicki Schmidt,Kansas,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Kansas|Governor|Charlotte O'Hara,Charlotte O'Hara,Kansas,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Kansas|Governor|Stacy Rogers,Stacy Rogers,Kansas,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Kansas|Governor|Philip Sarnecki,Philip Sarnecki,Kansas,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Kansas|Governor|Cindy Holscher,Cindy Holscher,Kansas,Governor,Dem Primary Co-Frontrunner,,In,status indicates candidate is still active/in the field
Kansas|Governor|Ethan Corson,Ethan Corson,Kansas,Governor,Dem Primary Co-Frontrunner,,In,status indicates candidate is still active/in the field
Kansas|Governor|Marty Tuley,Marty Tuley,Kansas,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Deb Haaland,Deb Haaland,New Mexico,Governor,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Sam Bregman,Sam Bregman,New Mexico,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Ken Miyagishima,Ken Miyagishima,New Mexico,Governor,Candidate,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Gregg Hull,Gregg Hull,New Mexico,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Duke Rodriguez,Duke Rodriguez,New Mexico,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Steve Lanier,Steve Lanier,New Mexico,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Mexico|Governor|Doug Turner,Doug Turner,New Mexico,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Governor|Randy Feenstra,Randy Feenstra,Iowa,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Iowa|Governor|Eddie Andrews,Eddie Andrews,Iowa,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Governor|Zach Lahn,Zach Lahn,Iowa,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Governor|Brad Sherman,Brad Sherman,Iowa,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Governor|Adam Steen,Adam Steen,Iowa,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Governor|Rob Sand,Rob Sand,Iowa,Governor,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
Iowa|Governor|Julie Stauch,Julie Stauch,Iowa,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|Governor|Paul Dahl,Paul Dahl,Iowa,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Nirav Shah,Nirav Shah,Maine,Governor,Dem Primary Frontrunner,,In,status indicates candidate is still active/in the field
Maine|Governor|Angus King III,Angus King III,Maine,Governor,Dem Primary Co-Frontrunner,,In,status indicates candidate is still active/in the field
Maine|Governor|Hannah Pingree,Hannah Pingree,Maine,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Shenna Bellows,Shenna Bellows,Maine,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Troy Jackson,Troy Jackson,Maine,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Eloise Vitelli,Eloise Vitelli,Maine,Governor,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Bobby Charles,Bobby Charles,Maine,Governor,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
Maine|Governor|Garrett Mason,Garrett Mason,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|James Libby,James Libby,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Owen McCarthy,Owen McCarthy,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Jonathan Bush,Jonathan Bush,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Ben Midgley,Ben Midgley,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|David Jones,David Jones,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Robert Wessels,Robert Wessels,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Kenneth Capron,Kenneth Capron,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Derek Levasseur,Derek Levasseur,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Alexander Murchison,Alexander Murchison,Maine,Governor,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|Richard Bennett,Richard Bennett,Maine,Governor,Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|W. Edward Crockett,W. Edward Crockett,Maine,Governor,Candidate,,In,status indicates candidate is still active/in the field
Maine|Governor|John Glowa,John Glowa,Maine,Governor,Candidate,,In,status indicates candidate is still active/in the field
New Jersey|Senate|Cory Booker,Cory Booker,New Jersey,Senate,Incumbent,,In,status indicates candidate is still active/in the field
New Jersey|Senate|Alex Zdan,Alex Zdan,New Jersey,Senate,GOP Primary Frontrunner,,In,status indicates candidate is still active/in the field
New Jersey|Senate|Justin Murphy,Justin Murphy,New Jersey,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Jersey|Senate|Richard Tabor,Richard Tabor,New Jersey,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Jersey|Senate|Natalie Rivera,Natalie Rivera,New Jersey,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
New Jersey|Senate|Robert Lebovics,Robert Lebovics,New Jersey,Senate,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Kentucky|Senate|Andy Barr,Andy Barr,Kentucky,Senate,Open Seat Candidate,,In,status indicates candidate is still active/in the field
Kentucky|Senate|Daniel Cameron,Daniel Cameron,Kentucky,Senate,Open Seat Candidate,,In,status indicates candidate is still active/in the field
Kentucky|Senate|Nate Morris,Nate Morris,Kentucky,Senate,Open Seat Candidate,,In,status indicates candidate is still active/in the field
Kentucky|Senate|Charles Booker,Charles Booker,Kentucky,Senate,Open Seat Candidate,,In,status indicates candidate is still active/in the field
Kentucky|Senate|Amy McGrath,Amy McGrath,Kentucky,Senate,Open Seat Candidate,,In,status indicates candidate is still active/in the field
Kentucky|Senate|Pamela Stevenson,Pamela Stevenson,Kentucky,Senate,Open Seat Candidate,,In,status indicates candidate is still active/in the field
Florida|Senate|Ashley Moody,Ashley Moody,Florida,Senate,Appointed Incumbent,,In,status indicates candidate is still active/in the field
Florida|Senate|Alex Vindman,Alex Vindman,Florida,Senate,Democratic Primary Frontrunner,,In,status indicates candidate is still active/in the field
Florida|Senate|Angie Nixon,Angie Nixon,Florida,Senate,Democratic Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|Senate|Alan Grayson,Alan Grayson,Florida,Senate,Democratic Primary Candidate,,In,status indicates candidate is still active/in the field
Ohio|Senate|Jon Husted,Jon Husted,Ohio,Senate,Appointed Incumbent,,In,status indicates candidate is still active/in the field
Ohio|Senate|Sherrod Brown,Sherrod Brown,Ohio,Senate,Challenger (Former Senator),,In,status indicates candidate is still active/in the field
Oklahoma|Senate|Kevin Hern,Kevin Hern,Oklahoma,Senate,Challenger (House Rep),,In,status indicates candidate is still active/in the field
Oklahoma|Senate|Nathan Dahm,Nathan Dahm,Oklahoma,Senate,Challenger,,In,status indicates candidate is still active/in the field
Oklahoma|Senate|Jim Priest,Jim Priest,Oklahoma,Senate,Challenger,,In,status indicates candidate is still active/in the field
Oklahoma|Senate|Troy W. Green,Troy W. Green,Oklahoma,Senate,Challenger,,In,status indicates candidate is still active/in the field
Massachusetts|Governor|Maura Healey,Maura Healey,Massachusetts,Governor,Incumbent,,In,status indicates candidate is still active/in the field
Massachusetts|Governor|Mike Kennealy,Mike Kennealy,Massachusetts,Governor,Challenger,,In,status indicates candidate is still active/in the field
Massachusetts|Governor|Brian Shortsleeve,Brian Shortsleeve,Massachusetts,Governor,Challenger,,In,status indicates candidate is still active/in the field
Massachusetts|Governor|Michael Minogue,Michael Minogue,Massachusetts,Governor,Challenger,,In,status indicates candidate is still active/in the field
Massachusetts|Governor|Andrea James,Andrea James,Massachusetts,Governor,Challenger,,In,status indicates candidate is still active/in the field
Delaware|Senate|Chris Coons,Chris Coons,Delaware,Senate,Incumbent,,In,status indicates candidate is still active/in the field
Delaware|Senate|Christopher Beardsley,Christopher Beardsley,Delaware,Senate,Challenger,,In,status indicates candidate is still active/in the field
Delaware|Senate|John Shulli,John Shulli,Delaware,Senate,Challenger,,In,status indicates candidate is still active/in the field
Delaware|Senate|Michael Katz,Michael Katz,Delaware,Senate,Challenger,,In,status indicates candidate is still active/in the field
Rhode Island|Senate|Jack Reed,Jack Reed,Rhode Island,Senate,Incumbent,,In,status indicates candidate is still active/in the field
Rhode Island|Senate|Connor Burbridge,Connor Burbridge,Rhode Island,Senate,Challenger,,In,status indicates candidate is still active/in the field
Rhode Island|Senate|Raymond McKay,Raymond McKay,Rhode Island,Senate,Challenger,,In,status indicates candidate is still active/in the field
West Virginia|Senate|Shelley Moore Capito,Shelley Moore Capito,West Virginia,Senate,Incumbent,,In,status indicates candidate is still active/in the field
