change_id,candidate_key,old_verdict,new_verdict,confidence_codex,reasoning_codex,confidence_claude,reasoning_claude
1319,Arizona|House AZ-01|Rick McCartney,no_record,nuanced,65,"The two proposed added sources suggest Rick McCartney has a meaningful AI-adjacent record through his leadership of a company using recommendation engines and advanced algorithms, so ""no_record"" looks too weak. But the evidence appears commercial and product-focused rather than a clear stance on AI safety or governance, which makes ""nuanced"" only moderately supported rather than certain.",35,"McCartney's connection to AI appears to be as a business executive whose company uses algorithms and data analytics, not as a policymaker with stated positions on AI safety or governance; being a tech CEO who deploys AI tools is AI-adjacent but does not constitute a meaningful AI policy record. 'Nuanced' implies mixed or unclear stances on responsible AI governance, and business product descriptions do not establish that — 'no_record' remains more accurate absent any policy statements."
1729,Arizona|House AZ-02|Eric Descheenie,no_record,nuanced,25,"Based on the evidence shown here, the only concrete AI-related support is a general statement that an AI revolution is a serious threat. That is weak and not clearly enough to establish a meaningful record, so `no_record` still looks more likely than `nuanced` from the listed evidence alone.",55,"The proposed upgrade hinges largely on change 1728, a new evidence row from Descheenie's campaign policy page that supposedly shows concern about AI's labor, privacy, and national security effects — but the fields for that row are incomplete and its actual Source_Description and URL are not visible here, making it impossible to verify. The only confirmed evidence (ID 864, revised by change 1727) establishes only that he called AI a 'serious threat' in a campaign launch, which is a thin basis for 'nuanced' on its own; if the policy-page evidence is substantive as described, 'nuanced' is the right call, but the missing content introduces real uncertainty."
1893,Arizona|House AZ-04|John Fillmore,no_record,nuanced,65,"The new verdict is probably more accurate because the proposed evidence indicates at least two direct AI-related signals: a campaign statement about protecting America from AI and a recorded vote for an Arizona AI-regulation bill. That is enough to move him off no_record, but the signals appear mixed and somewhat thin, so nuanced is only moderately well supported.",35,"The two proposed signals are weak and potentially mischaracterized: the campaign statement bundles AI with ESG ratings in what reads as a conservative political talking point rather than a substantive AI safety position, and the change_id 1892 evidence row appears incomplete (URL and Source_Description fields are missing from the display). A single vague campaign warning alongside an unverified state legislative vote is thin grounds to move from no_record to nuanced."
1324,Arizona|House AZ-06|Juan Ciscomani,nuanced,nice,75,"Assuming the unsupported reconciliation-bill row is removed, the remaining direct record is consistently pro-guardrail: Ciscomani backed AI robocall disclosure and anti-impersonation penalties, supported robust AI safeguards in a House resolution, and appears to have backed meaningful human control over nuclear launch decisions. That is enough to make ""nice"" probably more accurate than ""nuanced,"" though the record is still fairly small and partly depends on pending evidence additions.",62,"If the proposed evidence changes are accepted — particularly adding the nuclear-launch human-control cosponsor and the AI-antisemitism safeguards resolution alongside the existing QUIET Act cosponsor — the record would show three concrete pro-safety actions with no countervailing signals, reasonably supporting 'nice.' However, confidence is tempered because change 1321 deletes a real vote (the state AI regulation moratorium) that was a genuine negative signal, and changes 1323–1324 are still pending I-review; the verdict upgrade relies heavily on that deletion plus unconfirmed additions."
1934,Arizona|House AZ-09|Paul Gosar,no_record,nuanced,75,"The listed evidence shows Gosar has at least some direct AI-related record, so ""no_record"" no longer fits well. But the record appears narrow and mostly pro-adoption rather than clearly pro-safety or anti-safety, which makes ""nuanced"" probably the better label.",65,"The two evidence items (fraud-detection oversight remarks and a pro-adoption healthcare AI statement) do establish a meaningful, if narrow, AI record, making 'nuanced' more appropriate than 'no_record.' However, confidence is tempered because the verdict upgrade depends partly on the unverified new evidence row (change 1933), and the existing record is thin, one-dimensional pro-adoption advocacy rather than the mixed/unclear safety posture that 'nuanced' most cleanly describes."
1943,Arkansas|House AR-01|Rick Crawford,no_record,nuanced,82,"The two remaining official committee items are direct, meaningful AI-related evidence, so `no_record` no longer fits. They show Crawford engaging on AI through intelligence adoption, China competition, and governance/security provisions, which supports `nuanced` more than a clearly pro-safety or anti-safety label.",72,"Crawford has two direct official AI-related actions—chairing an HPSCI briefing on the US-China AI race and co-leading an intelligence authorization bill with AI governance and DeepSeek ban provisions—which constitute a meaningful but narrow AI record focused on national security/competition rather than broader safety governance, supporting 'nuanced' over 'no_record'. The confidence is not higher because both signals are IC-adoption/China-competition framed with no clear safety or regulatory stance, making the nuanced label reasonable but not strongly differentiated from a thin record."
1955,Arkansas|House AR-03|Steve Womack,no_record,nuanced,75,"The new verdict is probably correct because the proposed replacement evidence points to two direct, candidate-linked AI records: Womack discussing AI policy and safe, trustworthy deployment in a congressional setting, and an official statement connecting his vote to AI-related national-security policy. That is enough to move him out of no_record, while the defense and competitiveness framing makes nuanced more justified than an unequivocally supportive label.",62,"The proposed new sources — a congressional hearing transcript and an NDAA press release — are credible evidence types that would justify upgrading from no_record to nuanced, and the described content (pro-AI R&D language, safe/trustworthy deployment framing, defense/China competition context) fits the nuanced verdict well. However, the new evidence rows are pending additions with no URLs visible for verification, so confidence is moderated by inability to confirm the sources directly."
680,Arkansas|House AR-04|Bruce Westerman,naughty,nuanced,78,"The listed evidence is mixed: Westerman supports AI deployment and frames AI through strategic competition, but he also explicitly urges regulation and guardrails to protect children online. Based on these direct records alone, that fits `nuanced` better than `naughty`, though the evidence base is still fairly limited.",72,"Westerman's record shows a mix of positions: he supports AI for wildfire tools and frames AI as a U.S.-China competition issue, but also calls for child-safety guardrails—indicating neither consistent opposition to AI safety nor strong support, which better fits 'nuanced' than 'naughty'. The child-safety regulation stance in particular is a meaningful pro-safety signal that undercuts the 'naughty' label."
1499,Arkansas|Senate|Hallie Shoffner,nuanced,no_record,75,"The listed record is only a single indirect, media-reported comment tied to one bill and mainly about deregulation and state oversight, not a sustained or substantive AI policy record. That makes ""no_record"" probably more accurate than ""nuanced,"" though the existence of at least one AI-adjacent statement keeps confidence short of absolute.",72,"The single evidence item is an indirect media quote showing pragmatic skepticism of federal deregulation rather than a substantive AI policy position, which is quite thin for a 'nuanced' verdict. However, there is some signal — criticizing the DATA Act while acknowledging data centers/AI aren't inherently bad does reflect a considered if limited stance, so 'no_record' may slightly overcorrect, but the Codex reasoning is largely sound."
548,California|Governor|Matt Mahan,naughty,nuanced,25,"Based on the evidence shown, Mahan’s record is overwhelmingly pro-deployment and pro-industry, with little direct support for AI safety or responsible governance. The only regulation-related item presented still reads as skeptical of meaningful limits, so the current record fits 'naughty' better than 'nuanced'.",32,"The current evidence strongly supports 'naughty': Evidence 503 directly quotes Mahan framing regulation as futile ('you can't stop it'), Evidence 501 shows citywide AI deployment 'with no safety or oversight caveats,' and Evidence 502 shows his campaign is funded by tech billionaires specifically expecting him to resist AI regulation. The proposed upgrade to 'nuanced' hinges critically on Change 556 — replacing the SF Standard anti-regulation quote with an unverified LA Times claim that he 'said AI should be regulated' — and on deleting Evidence 502 (donor backing) and adding unspecified new evidence (Change 558). Substituting a direct February 2026 quote showing regulatory fatalism with a March 2026 campaign-trail statement could reflect strategic repositioning rather than genuine conviction, and the net effect of the proposed changes is to remove the most damaging evidence rather than add countervailing evidence."
749,California|Governor|Tony Thurmond,nuanced,nice,70,"The direct evidence is consistently positive: across multiple official CDE sources, Thurmond supported AI guardrails, privacy, academic integrity, AI literacy, and human-centered use rather than replacement. That said, the record is narrow and confined to K-12 education policy, so 'nice' is probably justified but not overwhelmingly certain over 'nuanced'.",58,"All three evidence items consistently show Thurmond taking a human-centered, guardrail-focused approach to AI in K-12 education — supporting privacy, academic integrity, and educator-centered use — which is a coherent pro-safety record. However, the evidence is entirely domain-specific (his role as State Superintendent) with no broader AI governance positions, making the leap from 'nuanced' (which may reflect limited scope rather than a mixed record) to 'nice' only moderately supported."
762,California|Governor|Xavier Becerra,no_record,nice,78,"The new verdict is probably correct because the HHS testimony directly says Secretary Becerra tasked department-wide AI coordination, and the Section 1557 rule press release ties him to anti-discrimination safeguards for AI and decision-support tools in health care. The HTI-1 rule is less personally attributable to him, so this is not absolute, but the direct HHS evidence is stronger than ""no meaningful AI record found.""",62,"Becerra's HHS tenure involved real AI governance actions — the HTI-1 algorithm transparency rule and coordinating HHS AI efforts — but these were institutional/regulatory actions as a cabinet secretary rather than direct personal AI policy advocacy, making the jump from no_record to nice plausible but somewhat overstated. The evidence is meaningful but thin and secondhand enough that 'nuanced' might be more appropriate than 'nice'."
1966,California|House CA-01|James Gallagher,no_record,nuanced,80,"The listed evidence indicates Gallagher has a meaningful AI-related record through multiple legislative votes on AI transparency and disclosure bills, so `no_record` no longer fits well. `Nuanced` appears more appropriate because the record is limited and mixed in strength, with support on disclosure measures but no stronger pro-safety signal from the 2025 framework bill.",45,"The proposed new evidence rows (1963–1965) cite California legislative votes on AI transparency and deepfake bills, which would be meaningful AI record if verified, but none of those rows show actual URLs or source descriptions — making it impossible to confirm the votes are real. If the legislative votes are accurate, 'nuanced' is a reasonable fit for a mixed record of yes votes on transparency bills plus an abstention on a frontier safety bill, but the evidence quality is too opaque to confidently upgrade from no_record."
683,California|House CA-02|Jared Huffman,naughty,nuanced,90,"The listed AI evidence does not support a 'naughty' label: one item shows Huffman backing practical AI use for wildfire response, and the added 2025 press-release evidence shows him seeking oversight of AI use on sensitive government data. With a sparse but clearly mixed-to-responsible record, 'nuanced' is much better supported than 'naughty'.",72,"The existing 'naughty' verdict was already weakly supported — encouraging wildfire AI use is pro-safety, not anti-safety, and absence of a broader governance stance is more 'no_record' than 'naughty.' The proposed addition of DOGE AI oversight evidence (change 682) would add a concrete pro-governance data point that, if verified, clearly shifts the balance toward 'nuanced'; confidence is held back because that new evidence row's URL and content are not directly visible for verification here."
1989,California|House CA-04|John Tyler,no_record,nuanced,75,"The proposed added evidence describes a dedicated AI issues page with clear positions on AI-related surveillance, technocracy, and concentrated tech power, which is enough to move Tyler out of no_record. I am not at 100 because the record shown here is still broad and values-based rather than a detailed governing agenda, so nuanced fits better than a stronger verdict.",82,"Tyler's campaign apparently has a dedicated AI issues page with substantive positions against AI-powered technocracy, surveillance, and concentrated tech control — this is a real AI record, making no_record clearly wrong. Nuanced fits well because the stance is imprecise and ideologically ambiguous (anti-surveillance populism rather than engagement with specific AI safety legislation), though confidence is slightly reduced since the actual page content isn't directly quoted in the evidence rows."
1984,California|House CA-04|Trevor Merrell,no_record,nuanced,25,"The only actual evidence row shown is a negative-search summary, which does not establish any direct AI-related position. While the proposed change references a campaign claim about AI data centers, that underlying direct evidence is not provided here, so the new ""nuanced"" verdict is not well-supported by the listed record.",58,"If the campaign website genuinely documents a moratorium position on energy-wasting AI data centers, moving from `no_record` to `nuanced` is logically sound — a single, narrow AI-adjacent policy signal warrants `nuanced` rather than `nice`. However, the existing evidence row explicitly states no AI position was found after a broader search, directly contradicting the proposed new claim, and the new URL cannot be verified here, making it uncertain whether the claimed evidence actually exists."
2006,California|House CA-07|Mai Vang,no_record,nuanced,,,40,"The proposed new evidence (change 2005) is incomplete — only the Candidate_Key field is shown, with no Source_Description or URL visible to verify the claimed AI surveillance stance. Even if the statement exists, opposing ICE's use of AI-enabled surveillance is a narrow civil-liberties/immigration position that may not constitute a meaningful AI governance record, making the jump from no_record to nuanced uncertain."
2018,California|House CA-08|Aaron Rowden,no_record,nuanced,,,62,"If the platform content is accurate, positions on AI governance principles and automation-funded UBI would constitute a meaningful but limited record that fits 'nuanced' better than 'no_record'. However, confidence is tempered because the evidence cannot be independently verified here, and the described positions (dignity/agency framing, labor-focused automation tax) are common progressive talking points that may not reflect a substantive AI safety record."
2015,California|House CA-08|John Garamendi,no_record,nuanced,,,72,"Garamendi has multiple official House press releases and Armed Services Committee statements linking him to AI oversight in military and nuclear contexts (NDAA language on AI escalation risks, guardrails for AI on military installations), which constitutes a meaningful if narrow AI record supporting 'nuanced' over 'no_record.' Confidence is tempered because the evidence hasn't been verified via URL and the record appears focused on a single domain (military/nuclear AI safety) rather than broader AI governance."
2032,California|House CA-10|Joshua Hamilton,no_record,nuanced,,,72,"If the campaign white paper genuinely contains explicit AI-related positions (automation productivity tax, citizen dividend), that is meaningful AI record and 'nuanced' fits well since the positions are distributive/economic rather than clearly pro- or anti-safety. The main uncertainty is that the actual white paper evidence row is pending addition and unverified — the only current evidence is a generic Wikipedia page."
2029,California|House CA-10|Mark DeSaulnier,no_record,nice,,,62,"The change descriptions reference plausible, specific official sources — a committee press release on AI guardrails/worker protections and Congress.gov sponsorship of legislation addressing automated accounts — which, if accurate, would support a 'nice' verdict. However, the actual new evidence rows (URLs, source text) are not shown, only the model's reasoning about them, making it impossible to verify the claims directly and leaving meaningful uncertainty about whether the sources substantiate a 'nice' rather than 'nuanced' classification."
2043,California|House CA-11|Connie Chan,no_record,nice,,,72,"The three pending evidence additions describe concrete legislative actions at the San Francisco Board of Supervisors level — a government AI use hearing, a public AI inventory ordinance, and an algorithmic rent-setting ban — which collectively constitute a meaningful pro-responsible-governance record sufficient to support 'nice' over 'no_record'. Confidence is not higher because the new evidence rows are still pending (no URLs or source descriptions visible in context), so the underlying sourcing cannot be verified here."
2045,California|House CA-11|Marie Hurabiell,no_record,nuanced,,,72,"If the cited policy page accurately reflects her positions — framing AI as a national security issue while backing industry-led safety rules — a 'nuanced' verdict is well-supported, as that mix of safety concern and industry-first framing fits the nuanced category rather than no_record. The main uncertainty is that I cannot verify the URL, and the previous search on the same site found no AI positions, so there is some risk the Codex model over-read the policy page."
2038,California|House CA-11|Saikat Chakrabarti,no_record,nice,,,72,"The proposed evidence update points to the candidate's official campaign policies page and describes specific, substantive AI governance positions (AI safety standards, deepfake limits, child chatbot safeguards), which are credible for a progressive Democratic candidate of Chakrabarti's profile. However, confidence is tempered because the original review found no AI record at the same domain, suggesting the policies page may not have existed or was missed — the shift relies entirely on the model's unverified reading of that URL rather than independently confirmed content."
1462,California|House CA-13|Adam Gray,no_record,nuanced,,,58,"If H.R. 5227 (Unleashing Low-Cost Rural AI Act) accurately reflects Gray's legislative activity, that single signal does establish some AI record, making nuanced more appropriate than no_record. However, change 1461 adds no URL or direct source for this bill, so the key evidence driving the verdict change is unverified, and the bill's pro-deployment framing offers little clarity on safety stance."
664,California|House CA-13|Vin Kruttiventi,naughty,no_record,,,72,"The sole evidence is a campaign website touting AI and AgTech investment with no safety or governance stance, which is insufficient to sustain 'naughty' — that verdict requires opposition to safety/responsible governance, not merely enthusiasm for AI growth without guardrails. However, the evidence does show a meaningful AI-related campaign position, making 'no_record' a slight overcorrection; 'nuanced' might be more accurate, but 'no_record' is closer to correct than 'naughty'."
2063,California|House CA-14|Abrar Qadir,no_record,nice,,,62,"The proposed change is predicated on content from a new campaign domain (aq4congress.com) that the model claims includes specific AI policy positions — safeguards, creator compensation, and environmental oversight — which would clearly warrant 'nice' if accurate. However, the only verifiable evidence row still references the old URL with no AI record found, and the new URL has not been independently verified; the entire upgrade rests on an unreviewed model assertion about a website whose content cannot be confirmed here."
2067,California|House CA-14|Aisha Wahab,no_record,nice,,,72,"The proposed new evidence cites official Senate press releases documenting enacted AI safety legislation and consumer-protection bills targeting algorithmic pricing, which would clearly support a 'nice' verdict; however, the actual content and URLs of the two new evidence rows are not visible in this review packet, so I cannot directly verify the claims. The reasoning is specific and plausible given Wahab's background as CA State Senator SD-10, but full confidence requires seeing the cited sources."
2054,California|House CA-14|Carin Elam,no_record,nuanced,,,72,"The proposed changes describe two concrete AI-related signals — an explicit campaign-website statement supporting AI standards/regulation and a local news report on regulating AI in schools — which would clearly move Elam out of no_record into nuanced (partial pro-governance). Confidence is not higher because the actual source content is unverified here and the existing evidence row still reads 'no AI position found,' so the upgrade depends entirely on the accuracy of the model's source descriptions."
2070,California|House CA-14|Eric Swalwell,no_record,nice,,,72,"Swalwell's statements supporting AI governance, deepfake detection, watermarking, and explicitly calling AI without governance 'a recipe for disaster' constitute a meaningful pro-safety record that supports upgrading from no_record to nice. However, confidence is tempered because the evidence rows show 0 current entries and the context is based solely on Codex-proposed changes citing statements not yet verified in the evidence table."
2080,California|House CA-17|Ethan Agarwal,no_record,nuanced,,,62,"The proposed new evidence (changes 2078–2079) describes a March 2026 TechCrunch interview in which Agarwal takes clear, mixed AI positions—opposing frontier model limits but open to an independent oversight body—which would genuinely support 'nuanced' over 'no_record.' However, the evidence rows for those two additions show blank keys and no URL or Source_Description fields in the context provided, making it impossible to verify the interview's existence or content directly, which tempers confidence."
2089,California|House CA-17|Ritesh Tandon,no_record,nuanced,,,55,"The proposed nuanced verdict depends entirely on the pending evidence addition (change 2088) from Tandon's campaign website, which is not yet in the evidence rows and cannot be verified here. If the campaign website content is accurately described — AI literacy, worker upskilling, ethics instruction, and IP safeguards — then nuanced is more appropriate than no_record, but the confidence is tempered because the supporting evidence is unconfirmed and the current record contains only a generic Wikipedia election overview."
2098,California|House CA-18|Zakaria Kortam,no_record,nuanced,,,45,"The proposed verdict change hinges entirely on two new evidence rows (change_ids 2096 and 2097) that are pending additions with no visible URLs or source content — only the model's characterization of what they contain. Without being able to verify that those campaign pages actually contain AI-related policy statements or professional background, the case for upgrading from no_record to nuanced is unsubstantiated; the only current evidence is an irrelevant Wikipedia elections overview page."
2103,California|House CA-19|Jimmy Panetta,no_record,nuanced,,,62,"The two proposed evidence items (CHIPS Act semiconductor/AI industrial policy support and a narrow NDAA provision using ML for military housing rates) do establish a thin but real AI-related record, moving Panetta out of 'no_record' territory. However, neither piece speaks to AI safety or responsible governance—they reflect industrial competitiveness and a minor administrative AI application—making 'nuanced' a reasonable but somewhat generous characterization of the record."
2113,California|House CA-20|Jeremy Fox,no_record,nuanced,,,60,"The proposed verdict change is logically sound — a campaign-site speech advocating for distributed AI compute is a substantive, if unconventional, AI policy stance that clearly moves Fox out of 'no_record' territory. However, the supporting evidence (change 2112) has not yet been added and cannot be independently verified here; the entire case for 'nuanced' rests on the accuracy of Codex's description of that campaign source."
335,California|House CA-21|Jim Costa,nice,nuanced,,,72,"With evidence 2828 deleted, only a single rural AI data-center impact study bill remains, which is a positive but narrow signal — more exploratory than a sustained AI-safety record. One study bill reasonably supports 'nuanced' (partial/limited record) over 'nice' (generally supports AI safety), though the bill is unambiguously pro-governance, leaving modest room to argue 'nice' still applies."
655,California|House CA-22|David Valadao,naughty,nuanced,,,35,"The 10-year state AI moratorium vote is a significant anti-governance action that broadly blocks state-level AI safety regulation, while the VA automation bill reflects support for AI as a government tool rather than any commitment to AI safety or responsible governance frameworks — these two things are not meaningfully in tension. One operational AI-use bill does not sufficiently counterbalance a sweeping deregulatory moratorium vote to warrant moving from 'naughty' to 'nuanced'."
2132,California|House CA-24|Bob Smith,no_record,nuanced,,,68,"If the proposed evidence URLs are accurate, Smith has explicit AI positions (guardrails, competitiveness, defense focus, UCSB lab proposal) that clearly disqualify no_record and fit nuanced well. The main uncertainty is that the current evidence row explicitly states no AI position was found and links to a different domain (votebobsmith.com vs bobsmithforcongress.com), so the new evidence cannot be verified here — but the internal reasoning is consistent and three independent campaign sources are cited."
2137,California|House CA-24|Salud Carbajal,no_record,nuanced,,,72,"If the two cited official press releases exist and say what the reasoning claims — supporting AI research under CHIPS/Science Act funding and criticizing AI facial recognition for civil rights concerns — that constitutes a limited but real mixed record that clearly warrants nuanced over no_record. The confidence is not higher because the actual URLs and content of the new evidence rows (2135, 2136) are not shown, so the verdict hinges on those sources being valid and substantive."
2151,California|House CA-26|Jacqui Irwin,no_record,nuanced,,,82,"Authoring and successfully passing a California generative AI training-data transparency bill that was signed into law constitutes meaningful AI governance engagement, clearly disqualifying no_record. Nuanced is appropriate rather than nice because a single transparency bill, while pro-governance, represents a limited and incomplete record on AI safety broadly."
2166,California|House CA-27|George Whitesides,nuanced,nice,,,35,"The two confirmed evidence rows show mixed signals: opposition to a federal AI moratorium (which prioritizes state-level consumer protection but doesn't clearly signal pro-safety governance) and AI infrastructure oversight questioning — a record that fits 'nuanced' well. The verdict upgrade to 'nice' is explicitly predicated on a third, still-pending evidence addition (change 2165) about AI guardrails and defense oversight, which is not yet part of the confirmed record; without that evidence, the existing two rows do not clearly cross the threshold from nuanced to nice."
2170,California|House CA-28|Judy Chu,nuanced,nice,,,68,"Two concrete legislative actions (the CMS Medicare Advantage AI guardrails letter and the 2026 AI language-services bill with bias testing and privacy requirements) provide a consistent pro-oversight pattern that reasonably supports upgrading from 'nuanced' to 'nice.' However, the evidence base remains thin — only two targeted actions — and the new evidence item (change 2169) is incompletely shown, making full verification of the second data point uncertain."
2198,California|House CA-30|Cameron Tennyson,no_record,nuanced,,,62,"If the campaign website evidence is accurate (explicit support for AI regulation and banning AI job replacement), nuanced is more appropriate than no_record — campaign-level AI positions constitute a meaningful record even without governing history. However, confidence is tempered because the supporting evidence rows are unverified proposals (pending review) and the only confirmed evidence is a weak Wikipedia election-page entry."
2180,California|House CA-30|Dennis Feitosa,no_record,nuanced,,,40,"The proposed new evidence rows (2178, 2179) lack visible Source_Description and URL fields, making the underlying claims unverifiable from the context provided; the only confirmed source is a generic Wikipedia election page. Campaign platform positions on AI workforce training and copyright protections could qualify as 'nuanced' if substantiated, but without inspectable evidence the upgrade from no_record carries significant uncertainty."
2186,California|House CA-30|Joel Lava,no_record,nuanced,,,45,"The proposed evidence additions (changes 2184, 2185) reference campaign statements supporting AI regulation, which would justify upgrading from no_record to nuanced, but neither new evidence row includes a URL or content that can be verified in this context. Without being able to confirm the campaign page actually contains substantive AI policy positions, the upgrade remains plausible but unverified."
